Question Speaker,Question Text,Answer Speaker,Answer Text
Tripurāri:,Tripurāri:Yes Śrīla Prabhupāda.,Prabhupāda,Who?
Tripurāri:,"Tripurāri:Fools and rascals who won't take your books. Sometimes we convince them that the philosophy is very nice, and they agree when we use Lord Kṛṣṇa's words,dehino 'sminyathādehe[Bg.2.13],and they say ""Yes, I can understand that, but I don't need your book,"" or ""I would never read it."" We say, ""Well, no. Take it.""",Prabhupāda,"(chuckles) You ask them, ""So you want to remainmūḍhā?"""
Tripurāri:,"Tripurāri:We say, ""No, take it home, and some day you will read it."" They think they can find out on their own.",Prabhupāda,That is foolishness. They cannot.Māmevayaprapadyantemāyāmetāṁtarantite.
Tripurāri:,"Tripurāri:Sometimes they will agree to everything we say, but they will not give a donation. They trust more the man on the T.V.",Prabhupāda,This is lake?
Balavanta:,Balavanta:In theŚrīmad-Bhāgavatamyou say that theRāhuplanet is visible on the full moon night? TheRāhuplanet?,Prabhupāda,"No, when there is eclipse."
Balavanta:,"Balavanta:Oh, eclipse.",Prabhupāda,"Eclipse meansRāhuplanet comes in front. (Apparently reads sign:) ""No smoking?"""
Śrutakīrti:,"Śrutakīrti:""No swimming.""",Prabhupāda,Oh. Who is going to swim now? (laughter) [break]
Tripurāri:,"Tripurāri:Once Balavanta was very sick when he was dealing with the politicians, and I heard that you said it was because he..., by touching them and associating with them, he accepted some of their sinful reactions.",Prabhupāda,(chuckles) I did not say. (laughter)
Tripurāri:,Tripurāri:No?,Prabhupāda,But it may be.
Tripurāri:,"Tripurāri:So I was wondering. Sometimes our men onsaṅkīrtana,they are shaking hands...",Prabhupāda,"But you aresaṅkīrtana.You cannot be infected. [break] ...party is infected, then preaching will stop. If doctor is infected, then treatment will stop. Doctor is never infected. They have good precautions. Similarly, when you are engaged insaṅkīrtana,māyācannot touch.Māyāmetāṁtarantite.[break]"
Tripurāri:,Tripurāri:...disciples and you accept ourkarmaalso. Is that correct?,Prabhupāda,Hmm.
Tripurāri:,Tripurāri:That is manifest sometimes in disease on your body?,Prabhupāda,Yes.
Tripurāri:,Tripurāri:So our men also are going out and preaching...,Prabhupāda,The overloaded.
Śrutakīrti:,"Śrutakīrti:This way? Śrīla Prabhupāda, Śrīla Prabhupāda... [break]",Prabhupāda,"I am surprised how I have written so many, what to speak of them? (laughter) It is all Kṛṣṇa's mercy."
Dhīra,Dhīra-Kṛṣṇa:One professor the other day was trying to convince one of our boys that you were coming in the disciplic succession and were authorized to translate all these books.,Prabhupāda,"Yes, that is right."
