Question Speaker,Question Text,Answer Speaker,Answer Text
Devotee (1):,"Devotee (1):It's a type of pandanus. They weave with that, Prabhupāda. They make rugs. [break] ...chikutree, Śrīla Prabhupāda.",Prabhupāda,Chikel?
Śrutakīrti:,Śrutakīrti:Chiku.,Prabhupāda,What is thatchiku?
Śrutakīrti:,"Śrutakīrti:The brown fruit,chiku.",Prabhupāda,"Oh,chiku."
Indian man:,"Indian man:Oh, the big one. Yeah, that is.",Prabhupāda,"It is well known,chiku.In Gujarat there is amplechiku.This stone is artificially brought here, I think."
Devotee (1):,Devotee (1):It looks natural. It looks like it was here all the time.,Prabhupāda,Maybe.
Devotee (1):,"Devotee (1):[break] ...small trees in here or grass, we can walk in there.",Prabhupāda,"Yes, which way?"
Devotee (1):,"Devotee (1):...poison, Prabhupāda. This one is poison. It's called aki (a key?) apple. I think, I don't know, but I'm not sure.",Prabhupāda,"Without tasting, you say poison? First of all taste. (laughter) If you die, then you say it is poison."
Devotee (1):,"Devotee (1):This is a candlenut tree, Śrīla Prabhupāda. They take these nuts and in old Hawaii they string it through a coconut frond, and then they light it, and it used to burn for a few minutes. It's full of oil. Candlenut.",Prabhupāda,What it is written there?
Indian man:,Indian man:That yellow kind ofcampaka?,Prabhupāda,"No, it is notcampaka.It is calledkaiku(?).[break] ...Melbourne?"
Paramahaṁsa,"They have a park, a botanical garden in Melbourne where we went.",Prabhupāda,Very big and very beautiful.
Śrutakīrti:,Śrutakīrti:There there were no fruit trees.,Prabhupāda,Huh?
Śrutakīrti:,Śrutakīrti:In Melbourne there were no fruit trees. Here there are many...,Prabhupāda,But here the poison fruit. (laughter)
Śrutakīrti:,Śrutakīrti:He says poison.,Prabhupāda,It is better not to have fruit tree than to have a poison fruit tree. What is for?
Devotee (1):,"Devotee (1):Śrīla Prabhupāda, this is a cinnamon tree over here, a cinnamon.",Prabhupāda,"Oh. Cinnamon tree, you can use the leaves for cooking.Teja-patra."
Devotee (1):,Devotee (1):This is the same?,Prabhupāda,No.
Devotee (1):,Devotee (1):It says it's from India and Ceylon.,Prabhupāda,Maybe.
