Question Speaker,Question Text,Answer Speaker,Answer Text
Brahmānanda,...possible to be a scientist and also be God conscious. Why not use science...,Prabhupāda,"That is real scientist. These are false scientists. Actually the Supreme Lord is the source of everything. So if one is actually scientist, by his scientific explanation he will point out, ""Here is the cause of all causes."" By scientific knowledge he will point out that God is the origin of everything. Then his scientific study is perfect. But these rascals, they are doing the opposite, that ""There is no need of God. Science is everything,"" although it is imperfect. That is their fault. Therefore they are rogues. They cannot prove; still, they will insist, ""Yes, we shall do. We are trying,"" like that, and misleading people. General people, they are rascal and fools. If you mislead them, they will be misled.Śūdra, mūḍhas.They are to be educated. Instead of educating them, they are making them more and more fools and rascals. [break] There is utility, but they have no utility. There is some service; they carry some passengers. They are carried nowhere. Simply they mislead. [break]"
Cyavana,"...lization, they feel that they need science. They've become dependent upon science. They feel that without science they cannot live.",Prabhupāda,Why?
Cyavana,The scientists have made them dependent.,Prabhupāda,"That is their foolishness. These rascals are fools. Therefore they have become dependent. Why science? What for? That is not... Science is required,vijñāna.That is nice. But they are not scientists."
Cyavana,"We ask them if they need eternal life. They say ""No, we don't need that. We need comforts.""",Prabhupāda,They... We are eternal.
Cyavana,"That ""We need our daily bread,"" like that.",Prabhupāda,"Where is comfort? You are going to die. Where is your comfort? You are going to be diseased. You are going to be old man like me. Every moment there is some trouble. So where is the comfort, rascal? That means misleading. There is no comfort; still, they are promising comfort. This is misleading. Where is comfort? Eh?"
Puṣṭa,PuṣṭaKṛṣṇa:There is no comfort.,Prabhupāda,"Huh? Where is comfort? If you have to die—""Oh, I am dying comfortably""—what is this nonsense? ""I am dying comfortably."""
Indian devotee man (1):,"Indian devotee man (1):Like yesterday night, that man. I asked him, (Hindi) So he said that ""I am all right."" But he was unable to sit on the chair.",Prabhupāda,So which way?
Cyavana,"To the park, straight.",Prabhupāda,"Comfort, where is your comfort? Why you have so many medical men if you are comfortable? Why there are so many drugs, medicine, if you are comfortable? This ismāyā.He is not in comfort; still, he will say that ""I am in comfort."" This is calledmāyā,illusion."
Brahmānanda,"So these drugs, even though one may be feeling pain, he can take the drugs and he won't feel pain.",Prabhupāda,"Yes. He will take injection. It is comfort. Daily he will take injection, and it is comfort. (laughter) Just see the fools and rascals.Mūḍha.[break] ...met so many medical men, doctors and quack. ""Die comfortably."" What is the use of this medical man, medicine? What is the use? If your comfort and death is comfortable, then why spend so much money? Die comfortably. Because you cannot check death, then why you are trying to check death? ""Let me live some years more. Let me take this medicine."" Why? Why this struggle? Die comfortably. Suffer disease comfortably."
Cyavana,They've made so much propaganda that life is meant to enjoy. Everywhere...,Prabhupāda,"Enjoy, but where is your enjoyment? Come to the practical point. Where is your enjoyment? You are simply suffering. That is their rascaldom. They are suffering; still, they say, ""I am enjoying."" This is called illusion,māyā.Enjoy. That we also say, that we are trying to take you to a certain place, kingdom of God or back..., where you will enjoy. Enjoy...Ānandamayo 'bhyāsāt(Vedānta-sūtra1.1.12).That enjoy is our aim. But where is your enjoyment here? That is your rascaldom. There is no enjoyment; still, you say, ""We shall enjoy."""
