Question Speaker,Question Text,Answer Speaker,Answer Text
Svarūpa,"SvarūpaDāmodara:He also says that the species are not created independently. They say it is descended from, one after another.",Prabhupāda,"So, if there is no question of independence, then how, abruptly, he can begin from a certain species? You must explain wherefrom this species came into existence.Harernāmaharernāma..."
Svarūpa,"SvarūpaDāmodara:There are so many books on Darwin's theory. Goes... In the library, if one goes there are hundreds of volumes of books on Darwin's theory.",Prabhupāda,They have accepted or protested?
Karandhara:,"Karandhara:Recently, there was an issue that some people wanted that the theory that God created the earth and the species to be taught in schools along with Darwin's theory.",Prabhupāda,Yes.
Karandhara:,"Karandhara:But the, it was defeated because the scientists said: ""If we make such a statement in our schools, everyone will take us as fools.""",Prabhupāda,What is that? I could not follow. Eh?
Karandhara:,"Karandhara:A group of, a group of people wanted that in school they should also teach that God created the earth and the people...",Prabhupāda,Yes.
Karandhara:,"Karandhara:Not just say that it was created by chance, random biology. But scientists objected, said: ""We cannot say that God created the earth because then everyone will take us as fools."" And they defeated the measure. The scientists said ""Everyone knows. The earth is just created by biological chemistry. If we say that God created the earth, everyone will think us as fools.""",Prabhupāda,"The biology, chemistry, why don't you create? The biology and chemistry has advanced so much. Why don't you create? What is their answer?"
Karandhara:,Karandhara:In the future.,Prabhupāda,"That is their foolishness. Why future? If it is already created, biology and chemistry, and you know the process, why don't you create it by chemistry, biology?"
Svarūpa,"SvarūpaDāmodara:It is a little wet, Prabhupāda.",Prabhupāda,So we can...
Devotee:,Devotee:It's all wet.,Prabhupāda,Therefore I do not wish to come here. There is no facility for walking. Everywhere wet.
Svarūpa,SvarūpaDāmodara:Ahh. This is wet also. Let's go this side.,Prabhupāda,"Everywhere wet. There is a little space to walk. Biology, chemistry is the origin of life. So the chemistry, biology's so much advanced. Why they cannot create life? When the crucial point is touched, they say: ""We shall do it in future."" Why future? If it is already done at present, why future? What is this?"
Svarūpa,SvarūpaDāmodara:This is... Small ones?,Prabhupāda,Hmm?
Svarūpa,"SvarūpaDāmodara:These are some small earth, mound of earth taken out from the inside to make room for oxygen for the plants to breath.",Prabhupāda,"No, no. These are stools."
Svarūpa,"SvarūpaDāmodara:No, these are not stools, Śrīla Prabhupāda. There's a machine. They go around like this. And that makes a little earth taken out.",Prabhupāda,Ahhh.
Svarūpa,SvarūpaDāmodara:They say they'll be doing in the future.,Prabhupāda,"That is nonsense. Future, that is not science. Trust no future, however pleasant. This is the word. What is this? Everyone will say future. Trust no future, however pleasant. You may think it is very pleasurable. Why future? If you say that the biology, chemistry is the beginning of this life, so you are now so much advanced. Why don't you create? Then what is the meaning of your advancement? You're talking nonsense."
Karandhara:,Karandhara:They always say they're right on the verge.,Prabhupāda,Eh?
Karandhara:,Karandhara:They always say they're right on the verge.,Prabhupāda,"That is also the future, in a different way. You have to accept that you do not know still what is the truth. You are expecting in future. That, that is the proof that your knowledge is imperfect. Why future?"
