Question Speaker,Question Text,Answer Speaker,Answer Text
Reporter:,"Reporter:Ah, Swami. What is your purpose here with your ah.... with the faith in seeking the growth and so on.",Prabhupāda,(toRāmeśvara) That is the purpose you can explain.
Reporter:,"Reporter:Ah. How is..., how will this be achieved?",Prabhupāda,"Misery. Misery is caused due to ignorance. They admit or not. The more we are kept in darkness of knowledge, we suffer. What is the difference between ah..., what is called? Developed nations and not developed nations. This America belonged to the Red Indians. And because they are not developed, their condition was developed, ah, different from the present America. They could not construct such big, big house, and big, big roads, and like that because they are in ignorance. That is the difference. Prosperity, no prosperity. Happiness, not happiness. They are ignorance and knowledge."
Reporter:,Reporter:They have.... Is it that they have confused materialism with happiness?,Prabhupāda,"Not Material, I mean, I mean to say. Happiness is knowledge."
Reporter:,Reporter:Hmm.,Prabhupāda,"Happiness is knowledge. Man who is in ignorance, he is suffering, and that you say material and spiritually. A person who is not in developed consciousness, he is suffering. And they commit sinful acts also."
Reporter:,Reporter:I beg your pardon?,Prabhupāda,"They commit sinful acts also in ignorance. That is the difference between man and animal. Animal means not developed consciousness. They.... Some of them, they say the animal has no soul. That is foolishness. Animal has soul, but the consciousness is not developed. Just like a child. Father's consciousness and the child's consciousness different. Why it is different? The child's consciousness is not developed. Father's consciousness is developed. Because the child is talking some nonsense, you cannot say there is no soul. There is soul, but the consciousness is not developed."
Reporter:,Reporter:Do you see hope for mankind in the future?,Prabhupāda,Yes. Man can be happy immediately provided the consciousness is developed.
Reporter:,Reporter:Can.... Do you think that this will ever be achieved?,Prabhupāda,"Yes. It can be achieved. Just like I have sent a letter to your government asking them questions that you write on the bills: ""In God We Trust."" So is it that you trust in God blindly or knowingly? That was my question. Suppose I trust you. So you must be trustworthy. Otherwise why shall I trust you? So this question I asked the government: ""You write on the bills, 'In God We Trust,' so what kind of trust is this?"" If you actually trust, then you must know that God is trustworthy. Only blindly trust as a slogan. But that letter is not in reply. So what is your opinion? ""In God We Trust,"" but how do you trust, why you trust? This is my question."
Reporter:,"Reporter:It would be a matter of faith, I suppose.",Prabhupāda,"Faith may be different. You may have faith, I may not have faith. That is not the question. Just like in the bank you deposit some money. If some may have faith or no faith, but that bank is trustworthy. You know that your money deposited in the bank will not be cheated. Similarly if you trust in God, you must know whether God is trustworthy. Whether.... What do you mean by God? This is not the question of faith. Faith is bad. It is a question of understanding. So that we want, that America-specially you are favorite amongst all other nations; you are well-to-do, richer than other nations—so why don't you take God seriously? Why should you trust in God as faith? No, you understand what is God and have your faith at full, that ""God is, yes, trustworthy,"" so that others may also know that God is trustworthy. That is our mission, that why God entrust? Are we trusting God? Should we.... A slogan. Let it be a fact by scientific study, by scientific understanding. There is way to understand why God is trustworthy. It's not the question of faith. It is a fact."
Devotee:,Devotee:HareKṛṣṇa.,Prabhupāda,"Just like a child had..., has faith in his parents. So that is not an artificial thing, that is fact. And parents are trustworthy to the child. There is no doubt of..., by nature. So, similarly, why could..., you should be in trust in God? Why blindly? Why not trust with knowledge? And that is our movement. Every civilized person has got some faith in God. But now, they're advanced, they should understand what is God, why you must have faith in Him. That isKṛṣṇaconsciousness."
Reporter:,Reporter:It's a matter of education...,Prabhupāda,"Simply faith, blind faith we do not endure. And therefore they are becoming godless. And gradually, if we do not understand factually what is God, then the whole human civilization will be godless. To become godless means again animal. That is the difference between animal and man. In the animal society there is no question of religion, faith, God. These things are not there. The human civilization, if it becomes like that, without any faith in God, without any understanding of God, then where is the difference between cats and dogs and human beings? They must know God scientifically. That is the actual aim of human life. Suppose the dog is sleeping on the street without any care whether a car is coming and smash it. He's also sleeping sound sleep. And we are sleeping in a very nice apartment. So after all, sleeping. And he is also enjoying sleeping, I am also enjoying sleeping. So do you think to change the, I mean to say, circumstances of the sleeping? I am sleeping in a very nice apartment, he's sleeping on the floor. Does it mean this is advancement of civilization? Sleeping is sleeping. Eating is eating. Sex life—the male dog is enjoying with female dog. The sex pleasure is to him, and we are enjoying with a beautiful lover. The sex pleasure is the same. Therefore, you take some eatable, either on gold fork or an iron fork, the taste is the same. Simply like putting the foodstuff in the golden fork, does it mean the taste has changed? So, the test of eating, sleeping, mating and defending is the same for the human being as well as the animals. What difference, what is the difference between the animals and humans? The animal cannot know God. That is not possible. The human being can know. That is the opportunity of this human life. If we are missing that opportunity, then we are leading an animal civilization. This is not civilization. Animal life is not civilization. Civilized means not animal life. Something more than that. That is God consciousness."
