Question Speaker,Question Text,Answer Speaker,Answer Text
Hari,"Hari-śauri:Ten years ago if they'd have asked these questions before you came to the West, they wouldn't even have thought about going to the West. They are only asking that now because they can see in the last ten years we've been so much successful.",Prabhupāda,"They do not know what isbhakti,what isVedānta. They do not know. Simply aspiring, all after women and money, that's all. First-class rogues. I know all of them, all first-class rogues, after money and women. Beginning from Vivekananda. But they are so popular, if you say openly...Satyambruhetmabruhetsatyamapriyam(?).""You can speak truth, but don't speak which is unpalatable."" But we speak in a different way. And directly we don't speak. People will be angry. They're already fools and rascals."
Puṣṭa,PuṣṭaKṛṣṇa:All of the others are trying to make some compromise.,Prabhupāda,"That is also bad. How we can make compromise? Here is gold, here is iron, how you can compromise? Can we accept iron as gold? All right, let us accept. (laughs) Where is the possibility?"
Hari,Hari-śauri:They don't see that clearly. They are looking at their iron and thinking it's gold.,Prabhupāda,"They are seeing... They're tested. I don't make any compromise. All my speaking is also no compromise. Here isguru, here isKṛṣṇa, here is God, here isVedānta. Real version they neglect, and they stick to the rascal's version, Śaṅkara's version,Śārīraka-bhāṣya.All over India, they are readingŚārīraka-bhāṣya."
Hari,"Hari-śauri:Rāmānujācārya is very well known in India, so why don't they read his commentary?",Prabhupāda,TheyhateRāmānujācārya because he'sVaiṣṇava.
Hari,Hari-śauri:Because he doesn't allow them to speculate.,Prabhupāda,"He is very strict. He is a stubborn enemy of Śaṅkarācārya. All theVaiṣṇavaācāryas.CaitanyaMahāprabhusaid, declare it:māyāvādi-bhāṣyaśunilehayasarva-nāśa[Cc.Madhya6.169].If you hear the interpretation ofMāyāvādīs,then you are doomed. You have no hope for spiritual advancement. This is the statement.Māyāvādi-bhāṣyaśunilehayasarva-nāśa.Finished, your spiritual life is finished. You can write this also, thatCaitanyaMahāprabhu's instruction is strictly to avoid the so-called Vedantists."
Hari,"Hari-śauri:All these impersonalists, they always represent themselves as being big Vedantists. They don't know anything.",Prabhupāda,"And people, leaders of India, they are thinking, ""Where is this Vedantist?"" In foreign countries, what is their position?"
Hari,"Hari-śauri:Somehow or other, they seem to think that theVedāntais something better than any of the otherśāstra. Śrīmad-Bhāgavatamdoesn't seem to be so popular in India asVedāntaor something like that.",Prabhupāda,"It is very popular amongst theMāyāvādapeople. You speak also... Now the so-called Vedantists they are speaking onŚrīmad-Bhāgavatam,distorting. Akhoyananda, Akandananda, Karpatri(?), the rascals. Because they have no subject matter to speak, they are distorting the meaning ofBhāgavata.This boy appears to be nice, this fat boy."
Puṣṭa,PuṣṭaKṛṣṇa:Yes. Kīrtanānanda said he's the only local boy who has taken interest. He's from hereabouts.,Prabhupāda,"He said that ""I've wanted to see you since a long time."" So, keep friendship with... Giving themprasādam?"
Puṣṭa,"PuṣṭaKṛṣṇa:Śrīla Prabhupāda, shall I lock this up?",Prabhupāda,"Hmm. (end) (very noisy, microphone rattling) ...live? Is he finished, or if somewhere he is still living, nobody knows. You are keeping his memorial, but where is the actual person, they do not know. Suppose I have come here and all of a sudden I go away, keeping my shirt and coat. And if you worship my shirt and coat and do not take care where I have gone, is that very good intelligence?"
Vṛṣākapi:,"Vṛṣākapi:No, Prabhupāda.",Prabhupāda,This is going on.
Vṛṣākapi:,"Vṛṣākapi:We will worshipyourshirt and coat, though.",Prabhupāda,"Lincoln, if you worship... Where is Lincoln's temple? In Paris, I saw one park, Napoleon Bonaparte. You have been there?"
Rūpānuga:,"Rūpānuga:Yes, Paris.",Prabhupāda,"They identified ""Napoleon is France."" France is there, but where is Napoleon? They do not consider like this.Andhāyathāndhairupanīyamānāḥ[SB7.5.31].Blind man be happy that Lincoln was here, that's all. Where he is now? Or he's finished. If he's finished, why you are worshiping his shirt and coat? What is the answer? What is their answer? If he's finished, what is the use of worshiping his shirt and coat?"
