Question Speaker,Question Text,Answer Speaker,Answer Text
Haṁsadūta:,"Haṁsadūta:""Patel Pola(?) of Chicago had observed that he was a construction worker doing aśūdra'swork. It would not become necessary to allot the three lower castes to the foreign converts according to their professions. This will not be an easy task. Talking of profession reminds me of a still graver problem—that of the occupation or profession of the whitesādhus.If I am not mistaken, theKṛṣṇaconsciousness movement would turn out legions of new whitesādhusin the West whose only aim in life would be to propitiate their LordKṛṣṇa. They would be steeped in thebhakti-rasaand would not soil their hands with doing any work for such a mundane thing as earning a living.""",Prabhupāda,They are not doing anything. Actually they are not doing anything. They are preaching only.
Guest (1) (Indian man):,"Guest (1) (Indian man):No, but he says that legions ofsādhus,such white men, persons from West, becomesādhus,then who will do this job of earning a living?",Prabhupāda,"Why he is crying? If he is hungry, let him come here. We shall provide him. Why he is crying for that? What business he has got to cry, ""What will they do?"" What they will, that they know. Why he is crying? What is his business for crying for this future? If he is hungry, let him come and we shall provide him. This is not... That is a childish conception. ""If everybody becomessādhu,then what will be the nature of the society?"" That is, never becomes. That never becomes. To becomesādhuand to become aVaiṣṇavais not so easy thing. These idle questions, why they publish? I do not know. This is idle question. It never becomes. LordKṛṣṇapersonally says that ""You simply surrender unto Me."" How many have surrendered till now? LordKṛṣṇasays in theBhagavad-gītāthat ""You give up everything and surrender unto Me."" So how many have done that? So this is a rascal question, ""If everyone surrenders, then what will happen to the world?"" But that will never happen. It is very difficult to surrender. That he does not know. (Hindi) It is not expected that everyone becomesādhu.To becomesādhuis not so easy thing, especially this nature ofsādhu,pure. How many are there? We have given the prescription that ""Give up this, give up this."" How many have given up this? So that is not possible, but still, these nonsense questions are raised."
Haṁsadūta:,Haṁsadūta:Should I go on?,Prabhupāda,Hm.
Haṁsadūta:,"Haṁsadūta:""As in India, so in the West...""",Prabhupāda,"This class of question is answered..., no, criticized... (Hindi) There was a big market, because in the village there ishaṭṭaevery weekly. So in the village one old woman, she saw, ""Oh, how I shall provide all these men at night? Where they will sleep? So many guests has come. What can I do?"" She began to cry. So her son said, ""Mother, you don't bother. They will go away."" ""No, no. How can I provide?"" So in the evening he brought the mother: ""Now see."" So when she saw that, nobody is there. Theoretically, she began to cry, ""Where shall I provide all, so many guests?"" And this class of question is like that. Simply on theoretical they are asking."
Haṁsadūta:,Haṁsadūta:It goes on.,Prabhupāda,Yes.
Haṁsadūta:,"Haṁsadūta:""As in India, so in the West thesādhuswill have to live on alms given by others and will have to forego many of...""",Prabhupāda,"He does not know what issādhu.He is notsādhu.He isgṛhastha.I have got many professors, engineers. So they areKṛṣṇa-bhaktas. Are they notsādhus?The rascal does not know; thatsādhumeans beggar, he knows.Arjunabecame asādhu.He was a beggar? So he does not know what issādhu. Sadhu'sdescription is given,bhajatemāmananya..."
Guest (1):,Guest (1):This particular letter is written by a woman. It is unnecessarily pushing the...,Prabhupāda,"So it should be replied properly, that ""You do not know what issādhu. You do not know what isKṛṣṇaconsciousness. Why do you bother yourself?"" Just like one, this Jain paper has published that ""Swami Bhaktivedantaji says that 'Kṛṣṇa is everything; Hinduism is nothing.' "" So anyone who saysKṛṣṇais everything, he is notHindu. Just see. Such foolishness. Go on."
Haṁsadūta:,"Haṁsadūta:So... ""Thesādhuswill have to live on alms given by others and will have to forego many of their luxurious personal needs. The coming years are therefore going to create for UncleSama national problem of magnitude...""",Prabhupāda,"You, already problem."
Haṁsadūta:,"Haṁsadūta:""...the like of which he has not seen before.""",Prabhupāda,What...? What they are doing for the hippies? In U.S.A. they have thousands of hippies. They are doing nothing. That problem is already there. Go on.
Haṁsadūta:,"Haṁsadūta:""It will create a national problem of a magnitude the like of which he has not seen before. In fact, Western society is in for a great jolt. A.KarimSaikh.(?)"" Then two more letters.",Prabhupāda,But the old woman's crying.
