Question Speaker,Question Text,Answer Speaker,Answer Text
Haṁsadūta:,"Haṁsadūta:When Himāvatī broke her leg they wanted to operate. I said, ""Oh, no, no chance. No operation."" Then they immediately said, ""Then maybe she'll never walk again.""",Prabhupāda,Just see.
Haṁsadūta:,"Haṁsadūta:So I said, ""Well, how can we tell?"" They said, ""Well, there's no way to tell."" I said, ""Suppose we operate. Then it's guaranteed that everything will be all right?"" They said, ""No."" But they thought they should do that.",Prabhupāda,"Yes. They canvass, they convince like that and make experiment. That is their business. They have no, I mean to say, assured idea. Simply experiment. All these hospitals, they are meant for making experiment. I think I have told you one story of my servant. Did I?Huh?"
Devotee (1):,"Devotee (1):That's a symptom of the modern civilization, Śrīla Prabhupāda.",Prabhupāda,Operation. That is... Demons are to be cheated like that. Simply operation. Simply operation.Bas.
Devotee (2):,Devotee (2):Also they're trying to get money.,Prabhupāda,Yes. Injection and operation. That is in their hands.
Tamāla,TamālaKṛṣṇa:Should we try to avoid getting injections as much as possible?,Prabhupāda,"That is my opinion. But as soon as you go to a medical man, especially in your country, first of all, you have to give blood, immediately. (laughter) One ounce of blood immediately. First business. And then other injection. Because I underwent so many medical examination, I have got experience. For my immigration. I think, three or four times I was under health examination, and blood-taking, and injection. Of course, it is not very painful. That arrangement is there. But the business is like that, ""First of all give your blood; then talk of other things."" Better to die without a doctor. (laughter) That's the best principle. Don't call any doctor. Simply chantHareKṛṣṇaand die peacefully."
Tamāla,TamālaKṛṣṇa:But what about when you're not going to die... What about when you have some problems that's not fatal. Then who would we call?,Prabhupāda,Then go take injection. What can be done? (laughter) There is no alternative.
Devotee (1):,Devotee (1):How long will you be feeling bad from the injection?,Prabhupāda,If it remains simply for a while that is sufficient to kill you. There is no question of how long.
Devotee (1):,Devotee (1):It's just that you don't look very... You don't look like your normal self. There's no...,Prabhupāda,"Sometimes they do business, simply water they inject. Yes. Simply water and take fee. They know there is no necessity of medicine; still, they will inject some water, distilled water, and take the fees. I have seen the doctors and some, I mean to say, ordinary man, illiterate. ""What kind of treatment you want? Injection or medicine?"" So naturally, he will say, ""The best one. I want to..."" ""Then you have to take injection."""
Tamāla,TamālaKṛṣṇa:Or both. You might get both.,Prabhupāda,"Yes. I have seen, they have spoken like that. Because the patient will think, ""Oh, I take injection, I'll be very quickly cured."" He will canvass like that. Because if he gives a bottle of medicine, that will not be very costly. But injection in his hand, he'll (have) at least five rupees, that much. So he'll canvass like that, ""What kind of treatment you want, injection or ordinary medicine."" So he'll say, ""Sir, best medicine I want."" ""Then you take injection."" That's all. It is a fact that the whole human civilization is a society of cheaters and cheated. That's all. Any field.mayaiva vyavaharite.The whole world in thisKali-yuga:mayaiva vyavaharite. Vyavaharitemeans ordinary dealings, there will be cheating. Ordinarily, there will be cheating. Daily affairs. Not to speak of very great things. Ordinary dealings, there will be cheating. That is stated in theBhāgavata, mayaiva vyavahari.The sooner you get out of this scene is better. That isKṛṣṇaconsciousness. So long you live, you simply chantHareKṛṣṇaand preach Kṛṣṇa's glories, and that's all. Otherwise, you should know that this is a dangerous place.Padaṁpadaṁyadvipadāṁ[SB10.14.58].In every step there is danger."
Devotee:,"Devotee:...then why is any one activity ofKṛṣṇaconsciousness better than another one? Why is any one way of servingKṛṣṇabetter than another? For example, with chanting of the sixteen rounds. Suppose that you've gone 23 hours of the day servingKṛṣṇain one way or another, and the last hour there is opportunity to finish your rounds and also opportunity to make a life member. So instead of chanting your sixteen rounds...",Prabhupāda,But you cannot create your concoction! You have to abide by the orders ofKṛṣṇa.
