Question Speaker,Question Text,Answer Speaker,Answer Text
Kīrtanānanda:,Kīrtanānanda:ParamBrahman.,Prabhupāda,"ParamBrahman. We are all Brahmans.Ahaṁbrahmāsmi.Every one of us, living entity,Brahman. But He is the chiefBrahman. Just like you are all Americans, but your president is the chief American. Do you understand? So similarly,Kṛṣṇais the chiefBrahman. You are allBrahman, but He is the chiefBrahman. Is it clear? That's all right. [Break] ...that ""This boy hears very nicely. He does not go away,"" the first impression he gave to other godbrothers. ""So I shall make him disciple."" These very words he said. Actually I did not follow him in the beginning. High philosophical speaking and I was a new boy. I could not follow him, but actually I was so much glad to hear him. That's all. So that was my qualification, whatever you may say. I was simply asking, ""WhenGuruMahārājawill speak? When he will speak? When?"" And I will sit down and go on hearing, and I will understand or not understand-others will disperse—I will not disperse. That he marked. Yes. First. There was first one instance. At that time I was not initiated. There was a circumambulation of wholeVṛndāvana. So although I was not initiated, I was one of the important members of the... So I thought, ""Let me go. What these people are doing, circumambulating all overVṛndāvana?"" So I went toMathurā. Then I went to theVṛndāvanainterior, which place was known as Kosi. So in that Koṣi one of my godbrothers declared that ""Prabhupāda is going tomorrow back toMathurā. So he will speak this evening. So anyone who wants to hear him, they can stay. And others may prepare to..."" Sit down."
Pradyumna,Two people just came.,Prabhupāda,Oh. All right.
Pradyumna,Can the boys downstairs bring them?,Prabhupāda,"Yes. So they were to go to see some other temple which is called Śeṣayī Temple. So although I was new man, I did not like to go to see the Śeṣayī Temple. I decided that ""I shall hear."" So at that time I was new, so all other, some of my important godbrothers, they were sitting like this, and I was sitting. At last, you see. But he knew that ""This boy is new."" Everyone has gone, all others except a few selected godbrothers. So he marked it that ""This boy is interested to hear me."" So hearing is very important. Hearing. Just likeArjunaheard fromKṛṣṇa. Come on. (People entering) [Break] ...because I was serious for hearing, and therefore now I am serious aboutkīrtanaṁ,means speaking, or preaching. Do you follow what I say? Yes. So one who is serious about hearing, he can become a future nice preacher.Śravaṇaṁkīrtanaṁ.Next stage is developed. That is development. If one has actually heard nicely, then he will speak nicely.Śravaṇaṁkīrtanaṁsmaraṇaṁ.Then consciousness will automatically develop because when you speak or you hear, unless your mind is concentrated, your consciousness is right, you cannot rightly hear or speak.Śravaṇaṁkīrtanaṁsmaraṇaṁpāda-sevanam.And then the development, ""How I shall serveKṛṣṇa?Kṛṣṇais so loving.Kṛṣṇais so great,"" that automatically comes. Not silent, but activity.Pāda-sevanammeans that activity begins immediately. In this way last item issarvātma-snapanaṁ.Sarvātma,ātma-samarpaṇam,sarvātma-samarpaṇam.BaliMahārājajust like. Giving, giving, giving, giving, giving, giving. Then, when Vamanadeva asked, ""Now,BaliMahārāja, you have lost everything. Still I have got another leg, another foot, to place."" ""Yes. There is one thing. It is my head. Come on."" So everything is there, and Lord Vamanadeva: ""Yes. You have now purchased Me. You have now purchased Me. So I shall remain your doorman here, standing always to give you protection."" SoKṛṣṇabecame purchased by him, and He remained his doorman. Just see His mercy.Dvārā.Dvārī.Dvārimeans doorman. So by servingKṛṣṇa, nobody is loser; he is gainer. He is gainer permanently, eternally. We do not know what is the value of that gain now. Because we are materially covered, we think service means just like service in this world. This service ismāyā.Nobody will be satisfied, nobody. You cannot satisfy, neither you will be satisfied. The best example is in your country, that your president, Mr. Kennedy, he gave you the best service, and the result was that you killed him. You or some of your member killed him. That means his service was not appreciated, although he gave his best service. So similarly, in the material world, whatever service you render, that is spoiling time. But you render service toKṛṣṇa—you will be satisfied,Kṛṣṇawill be satisfied, and asKṛṣṇawill be satisfied, everyone will be satisfied. So take to thisKṛṣṇaconsciousness service by hearing, by speaking, by remembering, by giving actually service, by worshiping, by making friendship, and after all, everything forKṛṣṇa. That is perfection. Now these new boys have come. Let them question and I shall answer. That will be nice. You have heard something aboutKṛṣṇaconsciousness? So wherefrom these men ...? (indistinct)"
Pradyumna,Bhurijana sent them. Bhurijana sent money for tickets to go to Columbus.,Prabhupāda,He has sent the tickets?
Pradyumna,Money.,Prabhupāda,"Hm. So engage all yourselves in the service ofKṛṣṇa. It is very pleasing, and what is called encouraging, enlivening. After too much material enjoyment, the next stage is frustration. That stage is coming to your country. Therefore the boys are becoming hippies. After too much material enjoyment, the next stage is—that is natural-frustration. There is a good example in our country, one Mr. C.R. Das. He was a great leader, next toGandhi, important political leader. So he was on the topmost of... He was lawyer, barrister. He was earning fifty thousand dollars monthly, very rich man. And he was making charity, and he was spending like thing (anything). He was drunkard number one, woman-hunter number one, and everything. Because he had money he could enjoy everything. But he was not happy. So one day he was sitting with his wife. Just like in the street, he was looking over. So his wife asked him—his name was Chittaranjan—""Chittaranjan, you are earning so much. You are spending. People are very much fond of you. You are a great leader. Why you always remain morose? What do you want to be? You have got now everything."" So at that time one mendicant, asannyāsīwas passing. So Chittaranjan said, ""I want to be like him. Then I will be happy. I don't want to enjoy. I want to beggar, to be beggar-like."" You see? So that time is coming to your country. So these hippies, they are frustrating. They have given up everything. We can study their psychic movement. They are not satisfied. That is the main principle. That is natural, to accept adversity voluntarily, adversity. So this is frustration. But before reaching to that point of frustration, if you take toKṛṣṇaconsciousness, then you reach the real standard of happiness because everything belongs toKṛṣṇa. I shall give you another example. Suppose you have stolen something from somebody's house or some friends. You will not be happy, even possessing that thing, stolen property. But if someday you come to return that thing to that friend, you will be happy. What do you think,Hayagrīva?"
Hayagrīva,Yes.,Prabhupāda,"Yes. Then you will feel relieved. So therefore the real thing is that everything belongs toKṛṣṇa. We are artificially enjoying the stolen property. Therefore if you go on enjoying like that, then this frustration will come. But before coming to that frustration, if we return this property toKṛṣṇa, then we become happy. So best thing is to return everything toKṛṣṇa. This isKṛṣṇaconsciousness. And you will not be a loser. You will be gainer, just likeBaliMahārāja. Actually, if you think, everything belongs toKṛṣṇa. Nothing belongs to you. This ismāyā.Kṛṣṇa's property you are thinking, ""mine."" Is this land of American belongs to you actually? It is stolen property. You have stolen from the Red Indians or fromKṛṣṇa. Everyone is, not you, everyone. Somebody is claiming, ""This much my property,"" somebody is claiming, ""This much my property,"" but this much or that much, everything belongs toKṛṣṇa. It is stolen property. There is another example in Indian words, thathiracauri kiya abhicaurya, khira caurī kiyā abhicaura.Hirameans diamond, andkhīrameans... What is that called? Cucumber, a small? So if somebody has stolen a cucumber from other's tree, so he is captured. And another man has stolen some diamond. He is also arrested. So from the police, both are thieves. If the man says, ""Oh, what I have stolen? I have stolen a little cucumber. It is nothing, worth not even two cent or one cent. Why you are arresting me? He is thief. He has stolen a big diamond,"" no, in the eyes of law, he is also thief; he is also thief. Everyone is thief. Anyone who is not inKṛṣṇaconsciousness, he is thief. He'll not be happy. The best thing is to return whatever he has possessed: ""Kṛṣṇa, it is Yours. Take."" Finish business.Mānasadehageha, yokichumora.Bhaktivinoda Ṭhākura's song... Now, everything we possess in mind. Actually we don't possess. Suppose I am possessing all this. As soon as I go from this body, all possession will remain here. I'll not take anything. So I don't possess. But in mind I am thinking, ""Oh, this is mine. This is mine. Where is another box? Why it is not coming?"" And possessing in mind. If I leave this body, either the box here or in the Chicago or anywhere else, what is the difference? There is no difference. But because I am possessing in the mind, ""Oh, that box is mine,"" so I am asking, ""Whether it is Chicago or it is here, it is there? Why it is not coming?"" So possession in the mind. Actually you don't possess.Mānasadehageha.So by that supposingly possessing, we have got our mind, we have got our body, then expansion of body, wife, children, family, society, country. In this way we possess so many things. Bhaktivinoda Ṭhākura says,mānasadehageha, yokichumora:""Now whatever I possess, either in the mind or in the family or in the society or in the body—whatever I have got, I surrender unto You, my dearKṛṣṇa.""Mānasadehageha, yokichu..., arpilun tuāpadenandakiśora: ""Nanda-kiśora,O the son ofNanda, I give unto You.""Marobi rakhobi, yoicchātohāra:""Now whatever You like, You can do, either you kill me or You protect me, as You like. You are the proprietor. You have right to do everything."" This is surrender. This is fullKṛṣṇaconsciousness. That is not possible immediately. Therefore we have to practice.Sadātad-bhāva-bhāvitaḥ[Bg.8.6].And if we die in thatKṛṣṇaconsciousness,yaṁyaṁvāpismaranloketyajatyantekalevaram...In the particular type of consciousness, when one gives up this body, then he is transferred into that position next life. So in this way,Kṛṣṇaconsciousness, if we are able,sadātad-bhāva-bhāvitaḥ, by practicing always, constantly, that situation of consciousness, then next life, after giving up... Why next life? This life also. One person who is in always Kṛṣṇa's service this life or that life, he is withKṛṣṇa. He is withKṛṣṇa. Any person who is inKṛṣṇaconsciousness is always withKṛṣṇa.Kṛṣṇais everywhere. I may not understand, butKṛṣṇais everywhere. So you American boys and girls, you should take to thisKṛṣṇaconsciousness. You'll be happy. Your position is to take up because you are on the top of the material happiness. Now you take it. You be saved. Otherwise this frustration is coming. That will come. Just like C.R. Das. He, out of that frustration, he gave up everything. He sacrificed his life for political. And what is the value of that sacrifice? You may become a great man of your country in the estimation of your people, but not in the estimation ofKṛṣṇa. You may become a great man in the estimation of your country, but in others' estimation, your enemy, ""Oh, this man is dead. Now our enemy is finished. That's nice."" So another side there is imperfection. Not everybody is satisfied by your service. But if you serveKṛṣṇa, everybody is satisfied. If you chantHareKṛṣṇaand dance, nobody will be dissatisfied. At least they will say, ""Ah..."" Just like in the paper, ""The boys are very nice."" You see? You have seen. Instead of not very sympathetic, they have remarked this, ""Oh, these boys are very nice."" At least, people will appreciate, ""Oh, these boys are... TheseKṛṣṇaconscious men are very nice. They do not smoke. They do not drink. They have no illicit sex life. They do not kill for satisfy the tongue. They are satisfied with natural food. And their behavior is very good."" Who will deny it? And the other asset they cannot estimate, that how much he is in contact withKṛṣṇa, the Supreme. That, they have no estimating power, but at least they will appreciate these external features. One clergyman, when I was going to Hawaii, he was talking with me. He said, ""Swamiji, I have seen your disciples have a very nice face, glowing face."" And ""Yes, certainly. They must be. They are making spiritual progress."" So it is not difficult. It is very easy. If you take to this, you have everything sublime and your life becomes sublime. You haven't got to give up anything. The material needs are there, eating, sleeping, mating and defending. That is not disallowed, but adjusted forKṛṣṇaconsciousness. We cannot allow eating, mating, like animals, cats and dogs. No. That is not possible. You'll eat, you'llmate, but just like human being, civilized man. Then what is the distinction between animal and man if we behave like animals?Kṛṣṇa, God, is pure. So if you keep yourself in impure condition of life, then how you can make progress towards purity, highest perfection, purity?Paraṁbrahmaparaṁdhāmapavitraṁparamaṁbhavān[Bg.10.12].In the Tenth Chapter ofBhagavad-gītāArjunais acceptingKṛṣṇathat ""You are the purest of all."" If you are going to reach the purest of all, how you can remain impure? Thistapasya...This voluntary restraint meanstapasya.Tapasya,there is a Sanskrit word,tapasya.Tapasyameans voluntarily restraining or accepting some suffering condition. That is not actually suffering condition. Just like a patient. A doctor says, ""You cannot take it."" So he has the desire to take it, but doctor says that ""you cannot take it."" Therefore he mentally thinks that ""Doctor has restricted this. I am suffering."" Actually he is curing, but he thinks that ""I am suffering."" And when he's cured, he sees, ""Oh, doctor is good friend. He told me not to indulge in this. Now I have done it. I am now cured."" Sotapasyameans voluntarily one has to accept some so-called suffering. That is required to make advancement inKṛṣṇaconsciousness, voluntarily acceptance, some so-called suffering.Tapaḥdivyam.That suffering is for transcendental realization. That is good.Tapodivyaṁyenasattvaṁśuddhyet[SB5.5.1]. Śuddhyetmeans your existence will be purified. And existence purified means you advance to real"
Guest (1):,Guest (1):Would you say something about Christ and his relation toKṛṣṇaconsciousness? Christ? Jesus Christ?,Prabhupāda,"Christ isKṛṣṇaconscious. That's all. You become like Christ,Kṛṣṇaconscious. Don't you understand Christ, that he is fullyKṛṣṇaconscious? You don't understand it? Then you become like Christ, fullyKṛṣṇaconscious."
Madhumaṅgala:,Madhumaṅgala:What does Madhumaṅgala mean?,Prabhupāda,That is not very good question.
Madhumaṅgala:,Madhumaṅgala:(indistinct)...told me to ask.,Prabhupāda,"Madhumaṅgala, you have explained when I initiated. Madhumaṅgala was one of the friend ofKṛṣṇa. That's all."
Guest (2):,"Guest (2):What was Arjuna's relation toKṛṣṇa, I mean, as concise as you can put it?",Prabhupāda,Hm?
