Question Speaker,Question Text,Answer Speaker,Answer Text
John Nordheimer:,"John Nordheimer:Prabhupāda, it's been thirty-five years since you were given this mission by your spiritual master to bring the word ofKṛṣṇato the West. A lot has happened in the world over that period of time. The world has...",Prabhupāda,"That is nothing. That period of time is relative. As human beings, we live for some time-say for a hundred years—but there are demigods who can live for millions of years. And an ant will live for only a few hours. So this is relative. But time is eternal, and what is happening in so-called human history has no consideration from the viewpoint of eternal time. That is all relative. If there is some catastrophe in ant society, the ants may be very much concerned, but human society does not take any notice of it. Similarly, if a catastrophe occurs in human society, the demigods, who are higher than us, do not consider it. Some birds or cats or dogs may be fighting, and for them it may be a catastrophe, but for us it is nothing. This is the relative world, and we should know that what has happened in this world is not worthy of consideration in terms of universal affairs. Things are coming and going like seasonal changes.Arjunaput this question toKṛṣṇa: ""This is a catastrophe! I have to kill my own men."" AlthoughArjunabelieved this to be a catastrophe,Kṛṣṇalikened it to seasonal changes.Mātrā-sparśāstukaunteyaśītoṣṇa-sukha-duḥkha-dāḥ[Bg.2.14].""O son ofKuntī, the non-permanent appearance of happiness and distress and their disappearance in due course are like the appearance and disappearance of winter and summer seasons."" In the winter season water is not very pleasant, but in the summer it is very pleasing. What then, is the condition of water? Is it pleasing or not? The water is the same, but in touch with our skin it becomes pleasing or not according to the climatic circumstances. Just because the summer is hot, should I give up cooking? Work must be done. Similarly, just because water is cold in the winter, should I give up my bath? No. These things may come and go, but we have to do our duty. Our duty isKṛṣṇaconsciousness; that is our philosophy, and that is an actual fact. These seasonal changes may come and go in life; sometimes they may please us, and sometimes they may pinch us, but our duty in human life is to understand God. We shouldn't care for all these catastrophes that come and go. We should have no concern, for their nature is like that—sometimes pleasing and sometimes not pleasing. Despite all this, we have to do our duty, understand God."
John Nordheimer:,John Nordheimer:What about the future? Is it possible to bring more people intoKṛṣṇaconsciousness? To expand?,Prabhupāda,"Of course there are good men and bad men, and good men are taking to this movement because it is a good movement. ""Good"" means not having illicit sex, not eating meat, not indulging in intoxication, and not indulging in gambling. If anyone observes these four principles, he is considered a good man, and if he does not observe them, he is a bad man. So good men will take to thisKṛṣṇaconsciousness movement, and bad men will not. We give distinct rules on how to become good, for if one does not become good, how can he understand God, who is all good? First we must become good men; then we can understand God. God is all good, and if we don't become good we cannot understand Him. That's all. It's up to us to make the choice. The past, present and future are open for everyone. There is no restriction; no one says, ""This class of men shall be good, and this class of men shall be bad."" Anyone can become good. If we educate a child nicely, he becomes good, but if we train him foolishly, he becomes a rascal. It is the duty of the government, of the father and of the teachers to make everyone good. If the government is bad, if the father is bad, and the society is bad—how can the child be good? Everywhere the government, father and society are bad; and therefore we are producing bad men, and therefore there is no peace and prosperity."
John Nordheimer:,John Nordheimer:What about the men who surround you?,Prabhupāda,They're all good men.
John Nordheimer:,John Nordheimer:They are good men who were raised in a bad society.,Prabhupāda,"No, they were raised in a bad society, but they have chosen to become good."
John Nordheimer:,"John Nordheimer:Is that preordained, or is it by free choice?",Prabhupāda,"Free choice. What is preordained? You are here of your free choice. If you like, you can sit down and talk with me, and if you don't like, then you can go. That is your free choice. Free choice makes destiny; if I act in goodness, then my future is good. And if I act badly, my future is bad. That is destiny. Man is the architect of his own destiny. If you are educated, your future is nice, and if you remain foolish, then your future is bad. Future destiny depends on present action. This life is an opportunity to make the next life, and if we behave like human beings, then in our next life we will go back home, back to Godhead. But if we behave like animals, then in the next life we will take animal bodies. That's all. All this is very nicely described inBhagavad-gītā.The conclusion is that human beings are meant for understanding God, but if we waste our time understanding dog, and if we become attached to dog, then we will become dogs in our next life. And if we are attached to God, we become like God, in our next life. The choice is ours."
John Nordheimer:,John Nordheimer:Why does all this exist? Why the challenge in the first place? Whymāyā?,Prabhupāda,"Māyāmeans that you are unfortunate. Here it is light, and there it is darkness. If I tell you to come from the darkness into the light and if you don't come, that is your misfortune.māyāis there, and God is there. If you want to remain inmāyā,then how can you be saved? I can help you by saying, ""Don't remain in darkness. Please come out into the light."" But if you say, ""No, I shall remain here,"" then how can I save you? You have your choice. God is there, andmāyāis there. If you take tomāyāyou remain inmāyā.What can I do, and what can God do? That is your choice."
John Nordheimer:,"John Nordheimer:Who createdmāyā,man or God?",Prabhupāda,"The government may create a prisonhouse, but why do you go there? Does the government invite you there? No, you become a criminal and go there. The prisonhouse is there and the university is there. Why do some people go to prison rather than the university? The government is not partial to people; it does not say, ""You live in this university and be educated, and you go to the prison and live there."" It is in the individual's choice. Similarly, God has created so many things, but it is our duty to follow God's instructions. God says,sarva-dharmānparityajyamāmekaṁśaraṇaṁvraja:[Bg.18.66] ""Just give up all nonsense and surrender unto Me. I shall give you all protection."" That is God's declaration. Why don't you take to that? God is all powerful, and He may create so many things for some purpose, but why don't you follow God's instructions? God says, ""Surrender unto Me,"" so why not surrender? Why surrender tomāyā?That is the individual's choice. Another example: the government does not want the youth to become hippies, but they are abandoning a wealthy life just to lie down in the street. In London I've seen many boys lying on the street. Why? We Indians may lie on the street because we are poor, but they are not poor, nor the Americans. Why has some of the younger generation accepted this way of life? You have enough food, enough house, enough money, facilities, machines—everything. Why are they accepting this kind of life?"
John Nordheimer:,John Nordheimer:They reject what they see.,Prabhupāda,"Yes, but they are coming from respectable fathers, from a respectable nation. Why are they rejecting this mode of civilization?"
John Nordheimer:,John Nordheimer:They don't really find it respectable.,Prabhupāda,"Therefore everyone has his choice. That you have to accept. Why do you forget it? God has given us everything, and now it is up to us to make our choice. So God is good, and if we follow His instructions, we become good."
John Nordheimer:,"John Nordheimer:What problems do you have in making His word, His instructions reach the ears of everyone in the world?",Prabhupāda,We are not preaching our own words; we are preaching God's words. Now it is up to you to make your choice. God says to give up all engagements and just surrender unto Him. God says:
John Nordheimer:,John Nordheimer:What is the role of women inKṛṣṇaconsciousness?,Prabhupāda,There is no distinction between men and women.
John Nordheimer:,John Nordheimer:I keep hearing about certain propensities women have that would separate them from propensities men have.,Prabhupāda,"Well, it is still man's duty to become the husband and woman's duty to become the wife; so these propensities are there. But all this can be adjusted. I have many students and am getting them married, and they are living peacefully and advancing inKṛṣṇaconsciousness. Not that everyone isbrahmacārī.We have manygṛhasthasand children. In this way the propensities of the women and those of the man are adjusted. A man wants a woman, and a woman wants a man, so we say, ""All right, take it. Live peacefully, but don't change partners."" We don't allow divorce; once they're married there is no separation. Nor do we allow boys and girls to live together as friends. If a man wants a woman and a woman wants a man, they should become united by marriage, live peacefully and advance inKṛṣṇaconsciousness. That is our proposal. In this way all facilities are there in this movement. Our program is to make people become godly, and everyone should help us. Every sane man should help this movement for the good of society."
John Nordheimer:,John Nordheimer:What about the United States government?,Prabhupāda,"Yes, it should come forward. My students here are all United States citizens. I have not imported them from India. They are Americans, and they are in difficulty. So why shouldn't the government come forward? Their character is being formed, and they are becoming God conscious by participating in this movement. The government is spending millions of dollars to stop LSD and other drug intoxication, but my students are giving up everything simply by following my word. So why isn't the government coming forward to help me?"
John Nordheimer:,"John Nordheimer:They don't care about the people, Prabhupāda.",Prabhupāda,"But don't they want good for their own men? I am stopping American boys and girls from taking LSD and other drugs, and the government is spending millions of dollars to do this. It is only practical that they come forward to support this movement."
John Nordheimer:,"John Nordheimer:Understanding is needed, for I know some of the misconceptions that exist about your movement.",Prabhupāda,Are the misconceptions cleared?
