Question Speaker,Question Text,Answer Speaker,Answer Text
Pa&#241cadraviḍa:,Pa&#241cadraviḍa:Indian 6:35.,Prabhupāda,"[break] ...fire, explain."
Harikeśa,"Oh, because people can't see life in fire, they think there's no life in it, so therefore there's no life in the sun. But it's just like theTatafactory. When you see it from a distance there's many planes and fires, but inside there's many people who are working. Therefore just because you can't see life in fire doesn't mean it's not there. We see life in the earth, we see life in the water, we see life in the air, so why not in the fire? Is that all right?",Prabhupāda,"Now question, answer."
Tamāla,"TamālaKṛṣṇa:Well, one question is that the people in theTatafactory are not actually in the fire.",Prabhupāda,"So they are also not in the fire. I say even if it is in the fire, there is no harm because the living soul is not burned to fire. That is stated in theBhagavad-gītā. Adāhyo 'yam. Dāhya. Dāhyameans burned. It is not burned. These are wrong conception. Because they have no conception of the soul, they thinkbhaṣmibhūtasyadehasya:""When the body is burned, then the soul is also burned."" If the soul is burned, then where is the question oftathādehāntara-prāptiḥ[Bg.2.13]? How? In theHindusystem they burn the body. So if the soul is also burned, then where ispunarjanma? You?"
Tamāla,"TamālaKṛṣṇa:We can accept that the soul is not burned, but what about the body?",Prabhupāda,Body is burned.
Tamāla,TamālaKṛṣṇa:So how can any body live in the sun?,Prabhupāda,"So they are.... No, if.... They have got fiery body. As your body is made of earth, the fish body is made of water, and the so many others, different elements, so similarly, there the body is made of earth..., er, fire, fiery body. The so-called scientist, educationist, they.... Everything they conclude according to his own position. Thereforeavajānantimāṁmūḍhāḥ[Bg.9.11].They thinkKṛṣṇaalso ""like me."""
Acyutānanda,"The fish is in the water, but the fish is not water.",Prabhupāda,"No, fish is not water, but he has got a body suitable for the water."
Acyutānanda,So the people on the sun have earthly bodies...,Prabhupāda,Yes.
Acyutānanda,...who can tolerate heat.,Prabhupāda,"Yes. There is no heat. They live.... Just like.... They are not suffocated. They don't feel any inconvenience. They enjoy. Against the waves they enjoy. You cannot go against the waves. They can go, even small fish. You'll find within this there are so many animals, so many. How they are living?"
Acyutānanda,Also science cannot explain how it is burning. Where is the fuel supply?,Prabhupāda,(laughs) Yes.
Acyutānanda,"And there is no smoke, no waste.",Prabhupāda,"Nothing. They are all.... Therefore we say simply ""rascals."" We have given this title to them everlastingly. All rascals,mūḍha. Mūḍho nābhijānātimāmebhyaḥparamavyayam.HowKṛṣṇais working, they do not know. This is Bay of Bengal. Other side is Burma. [break] ...are so strong, it will never be drowned. Eh? (Hindi) The scientist says there is no life. Just disagree with them."
Acyutānanda,No life?,Prabhupāda,"Scientists, yes, they say there is no life in the sun."
Acyutānanda,In the sun.,Prabhupāda,"No, they say in every planet there is no life."
Acyutānanda,"Well, they have to qualify. They say, ""life as we know it.""",Prabhupāda,Hm?
Acyutānanda,"They say, ""There is no life as we know it,"" but there's some forms of life that they don't know.",Prabhupāda,"So, but no, no. ""As we know,"" but what do you know? You are rascal."
Devotee:,Devotee:They are trying by radio waves to reach people.,Prabhupāda,"(Hindi)Sarva-ga,this word is.Sarva-ga. Jivātmā(Hindi)..."
Devotee:,Devotee:[break] ...sending radio signals to faraway galaxies.,Prabhupāda,"What is the meaning of their radios? Do you think that their radios are perfect? Do you think so? What,AcyutānandaMahārāja? Radio perfect? It is not perfect."
Acyutānanda,"And I think the demigods and higher beings, they can disturb all their radio attempts.",Prabhupāda,"No, apart from that..."
Acyutānanda,Because they don't want trespassers.,Prabhupāda,"...how you can accept their radio machine are perfect? Because it is made by imperfect person, so how it can be perfect? If the manufacturer is imperfect, how he can make perfect machine? Nothing is perfect."
Acyutānanda,"Well, that was...",Prabhupāda,What they are? They are police? No. Mounted police?
Acyutānanda,"Yes, mounted police.",Prabhupāda,A mounted police here?
Acyutānanda,"Oh, yes,lāṭhī,made like a stick. Yes.",Prabhupāda,[break] Why they are guarding here?
Acyutānanda,[break] ...house in Bengali. Is this where Swami Vivekananda...,Prabhupāda,"Yes. After coming back from foreign countries, he made his position here in Madras."
Acyutānanda,"In Calcutta we have a life member,VeniŚaṅkara Sharma? You stayed at his house?",Prabhupāda,"Hm, yes."
Acyutānanda,So he wrote a book calledAn Unknown Chapter of the Life of Swami Vivekananda.And in there he openly says that he smoked a hookah and ate meat.,Prabhupāda,"Yes, that is known to everyone."
Yaśodānandana:,"Yaśodānandana:In Hyderabad there is a cook who used to cook for the Rāmakrishna Mission, and he said they used to cook any kind of meat.",Prabhupāda,Yes.
Acyutānanda,"I said, ""Did you ever cook human meat?"" He said, ""If they told me, I would have done that also."" There was nothing beyond their diet. ""Anything they told me to cook...""",Prabhupāda,"This building belongs to Vivekananda's society, no? Vivekananda house."
Acyutānanda,"That's Bengali. ""The house of Vivekananda.""",Prabhupāda,(Bengali)
Acyutānanda,They say Swami Vivekananda walked barefoot all over India at some stage of his...,Prabhupāda,Hm?
Acyutānanda,That.... This statue here is his life as a wanderingsādhu.,Prabhupāda,"Who is asādhu? Then question is, who is asādhu? Who is asādhu? You cannot say?"
Acyutānanda,One who isKṛṣṇaconscious.,Prabhupāda,"Apicetsudarācarobhajatemāmananya-bhāk, sādhurevasamantavyaḥ[Bg.9.30].Unless one is cent percentKṛṣṇaconscious, he is not asādhu.Sādhu-bhūṣaṇa. This issādhu."
Yaśodānandana:,Yaśodānandana:This is the vehicle in which we travel.,Prabhupāda,Hm?
Yaśodānandana:,"Yaśodānandana:This vehicle is the vehicle in which we travel to all the different cities for making the life members and arranging all the programs in South India, this vehicle.",Prabhupāda,This is your own?
Yaśodānandana:,Yaśodānandana:We are renting.,Prabhupāda,When I was in South Africa...
Indian man (1):,Indian man (1):South Africa.,Prabhupāda,"Yes, Johannesburg. This beach reminds me of that beach. You were with me?"
Harikeśa,Yes.,Prabhupāda,All statues are crying here.
Acyutānanda,This is Annie Besant.,Prabhupāda,"[break] ...avatārahere, and she also came from Ireland to becomeavatārahere."
Acyutānanda,"I heard how she became interested in theGītā.She was Christian, and her infant died. So she asked priests, ""Where will this soul go, to heaven or hell? And why? Because he hasn't done anything."" So she was never satisfied with their answers. So then she heard that there is transmigration of the soul. Then she became interested in theGītā,India.",Prabhupāda,So did she understand?
Acyutānanda,"Well, only up to transmigration of the soul.",Prabhupāda,She admits.
Acyutānanda,Yes. [break],Prabhupāda,It was open? If there are any doubt. [break]
Indian man (2):,Indian man (2):...all practical things...,Prabhupāda,Yes.
Indian man (2):,Indian man (2):...political things. Two and two will always be four. But we people don't agree so far.,Prabhupāda,Yes. You want five.
Indian man (2):,"Indian man (2):(laughter) We want five, correct. Four to make it five.",Prabhupāda,"There is a story that a grocer's son was doing business, and when he was given a five-rupees' note, so he was giving four rupees. So the customer said, ""Why you are giving me four rupees?"" ""No, I do not know what is the exchange."" ""No, it is six rupees."" So ""No, father will be angry."" (laughter) Means he knows perfectly well what is five rupees, but he is innocent when he was giving four rupees. And when the customer wanted six rupees, he, ""No, my father will be angry."" [break] ...created a havoc by misinterpretingBhagavad-gītā,all people. According to their wish, ""Five-rupees note means four rupees,"" by imagination. They have created havoc all over the world. Otherwise everything is there.Avajānantimāṁmūḍhāḥ[Bg.9.11].If we take Kṛṣṇa's instruction, then whole world becomes immediately happy. But they will not take it. They will manufacture their own, two plus two equal to five or three, not exactly the four."
Indian man (3):,Indian man (3):So all anxiety andduḥkhahave been created by the man himself.,Prabhupāda,Yes. They have created.
Indian man (3):,"Indian man (3):Nobody else is doing for him, but he created himself.",Prabhupāda,Yes.
Indian man (3):,"Indian man (3):And then he said, ""I am in misery. I am in trouble."" Trouble is created by you. Nobody has created.",Prabhupāda,"So that is explained in theBhagavad-gītā,that mind is the enemy and mind is the friend. So we created our mind, enemy or friend, and we suffer for that."
