Question Speaker,Question Text,Answer Speaker,Answer Text
Bhavānanda,(indistinct)Mahārāja?,Prabhupāda,Eh?
Bhavānanda,Śrīla Prabhupāda asked about thisMaṭha.,Prabhupāda,"Who, who is he?"
Bhavānanda,He's a renegadebrahmacārīfrom one of your godbrothers.,Prabhupāda,Prabhupādadāsa. [break]
Gargamuni:,Gargamuni:He seems to be helped byMādhavaMahārāja.,Prabhupāda,Oh.
Gargamuni:,Gargamuni:He's the one that purchased the land on the north side of us.,Prabhupāda,Yes.
Tamāla,TamālaKṛṣṇa:(indistinct) will go tomorrow?,Prabhupāda,Yes. You time fix up. I am ready.
Tamāla,TamālaKṛṣṇa:Yes.,Prabhupāda,"HareKṛṣṇa.Jaya.[break]HareKṛṣṇa. [break] ...when I don't remember, ""Get out."" This isMāyāvādaphilosophy. ""So long I require your help, I catch your hand. And as soon as I don't require, please get out"" [break]"
Gargamuni:,Gargamuni:We haveKṛṣṇa.,Prabhupāda,"Yes. He, he was worshipingViṣṇuat home, and he was trying to killKṛṣṇa. Similarly, there are many Vaiṣṇavas likeJarāsandha-apparently worshipingViṣṇu—but trying to killKṛṣṇa.Jarāsandha-Vaiṣṇava."
Jayapatākā:,Jayapatākā:So what is the value of such worship ofViṣṇu?,Prabhupāda,Eh?
Jayapatākā:,Jayapatākā:So what is the benefit of such worship ofViṣṇu?Jarāsandhaworship?,Prabhupāda,"They will get material opulence.Asuras,they want material opulence. They, they do not understand what is spiritual life or spiritual happiness, what is devotional service. Neither they'd like to understand. Which way?"
Jayapatākā:,Jayapatākā:Left here. [break],Prabhupāda,...we heard from...?
Gurukṛpā:,Gurukṛpā:From the Ganges?,Prabhupāda,Eh?
Jayapatākā:,Jayapatākā:What is this land? (?) [break],Prabhupāda,"""...near thebrahmajyoti,I don't want. Now I have merged."" This isMāyāvādatheory."
Madhudviṣa:,Madhudviṣa:How is that possible?,Prabhupāda,Hmm?
Madhudviṣa:,Madhudviṣa:How is the Ganges flowing through the planetary systems?,Prabhupāda,So? It is not possible?
Madhudviṣa:,"Madhudviṣa:I don't know. It is possible, but it is incomprehensible.",Prabhupāda,Everything is incomprehensible. How the planets are floating in this air?
Madhudviṣa:,Madhudviṣa:BecauseKṛṣṇais in them.,Prabhupāda,"Then, similarly,Kṛṣṇadesires; everything is possible."
Jayapatākā:,Jayapatākā:MadhudviṣaMahārājahas given us only his T-shirt.,Prabhupāda,Eh?
Madhudviṣa:,Madhudviṣa:Yes. [break],Prabhupāda,"...is a great opportunity, this taking bath along with the Vaiṣṇavas in the Ganges atNavadvīpa."
Jayapatākā:,"Jayapatākā:By your mercy, you have given us such a great opportunity, Śrīla Prabhupāda.",Prabhupāda,HareKṛṣṇa. It is all respectively. You are all Vaiṣṇavas. To take bath along with you is a great opportunity.
